Metric,Value
Food invoice lines,5070
Food credit lines,113
All food purchase lines (invoice + credit),5189
Unique food products bought,968
Food products with a real price change,453
Total real price-change events,971
Food products ending HIGHER than first price,333
Food products ending LOWER than first price,114
Food invoice spend £,128986.79
Food credits £,-3492.73
Food net spend £,132479.52

Brakes Code,Product,Category,Times ordered,First £,Last £,Times changed,Change %,Direction,Net spend £,Price history
3625,"LaBo Sesame Seed Bun 5            1x48""",Other food,4,8.2,9.42,1,14.88,UP,50.42,£8.20 (2024-07-20) → £9.42 (2024-12-28)
151209,St/St Gastronorm Pan 1/3 40mm Deep   1x1,Other food,2,4.53,4.6,1,1.55,UP,50.39,£4.53 (2025-01-16) → £4.60 (2025-11-18)
128345,Evian Still Natural Mineral Water 8x1.5L,Drinks,4,7.41,8.99,2,21.32,UP,49.99,£7.41 (2024-11-16) → £8.20 (2025-11-18) → £8.99 (2026-06-04)
85293,Sysco Classic Whole Blk Peppercorns 1kg,Other food,2,18.71,31.17,1,66.6,UP,49.88,£18.71 (2025-01-11) → £31.17 (2025-11-22)
89780,Brakes Chopped Apricots            1x3kg,Other food,2,24.9,24.9,0,0.0,SAME,49.8,£24.90 (2025-07-12)
135118,Veg Caramel & Choc GF Tart        12x85g,Other food,1,16.55,16.55,0,0.0,SAME,49.65,£16.55 (2024-08-17)
129274,Brakes Cooking & Baking       24x250g,Other food,2,15.76,17.78,1,12.82,UP,49.3,£15.76 (2024-11-07) → £17.78 (2025-08-14)
5018944,Mild Melt Grated Analogue Cheese 1x2kg,Other food,2,9.78,9.78,0,0.0,SAME,48.9,£9.78 (2026-05-23)
5002323,Sysco Classic Extr Virgn OliveOil 1x5ltr,Other food,1,24.4,24.4,0,0.0,SAME,48.8,£24.40 (2025-11-20)
1622,Brakes Cashew Kernels              1x1Kg,Other food,2,13.17,17.78,1,35.0,UP,48.73,£13.17 (2024-10-22) → £17.78 (2026-01-17)
20704,Scotblock Choc Drops Milk          1x3kg,Other food,1,24.33,24.33,0,0.0,SAME,48.66,£24.33 (2025-07-26)
105854,Lucky Boat Noodle No.1             1x9kg,Other food,2,24.11,24.4,1,1.2,UP,48.51,£24.11 (2024-10-31) → £24.40 (2025-06-21)
5012342,MMD Cacao & Pistachio Mini beignets 2x35,Other food,1,24.25,24.25,0,0.0,SAME,48.5,£24.25 (2026-06-30)
71004,Paysan Breton Le Brie              1x1kg,Other food,5,9.35,10.0,1,6.95,UP,48.05,£9.35 (2024-08-22) → £10.00 (2025-10-21)
10844,Sysco Classic Pumpkin Seeds       1x430g,Other food,3,9.21,9.86,1,7.06,UP,48.0,£9.21 (2024-09-14) → £9.86 (2025-12-20)
128315,Flat Rice Noodles                210x50g,Other food,1,47.94,47.94,0,0.0,SAME,47.94,£47.94 (2024-10-31)
5000543,Arla Large Shred Mozzarella        1x2kg,Other food,1,11.87,11.87,0,0.0,SAME,47.48,£11.87 (2025-12-18)
127211,Violife Prosociano VG Wedge       1x150g,Other food,6,3.02,3.38,1,11.92,UP,47.46,£3.02 (2024-08-22) → £3.38 (2025-09-02)
35014,Sysco Classic Cayenne Pepper    1x450g,Other food,3,8.99,9.78,2,8.79,UP,46.97,£8.99 (2025-03-22) → £9.21 (2025-05-15) → £9.78 (2026-07-07)
151146,J20 Mocktail Stra Org Bl Mojito 12x250ml,Other food,1,11.73,11.73,0,0.0,SAME,46.92,£11.73 (2026-04-18)
111263,"Labo Tortilla Wraps 8              12x8""",Other food,3,11.51,11.73,1,1.91,UP,46.7,£11.51 (2024-11-02) → £11.73 (2026-02-12)
115409,Walkers Ready Salted            32x32.5g,Other food,1,15.5,15.5,0,0.0,SAME,46.5,£15.50 (2025-05-17)
343,Glendelight                       1x1ltr,Other food,3,3.59,4.02,1,11.98,UP,46.09,£3.59 (2024-09-19) → £4.02 (2026-04-09)
134289,Sysco Classic Smoked Paprika  1x450g,Other food,7,4.1,4.38,2,6.83,UP,46.08,£4.10 (2024-07-30) → £4.24 (2025-06-10) → £4.38 (2025-11-20)
149492,Ariel Prof Formula Pro Plus Pwdr 1x6.5kg,Other food,2,22.96,22.96,0,0.0,SAME,45.92,£22.96 (2025-12-20)
122502,Brakes Thai Jasmine Rice           1x5kg,Other food,1,22.82,22.82,0,0.0,SAME,45.64,£22.82 (2025-09-18)
57033,"LaBo 4.5 Seeded Burger Bun         1x48""",Other food,4,9.42,9.06,2,-3.82,DOWN,45.45,£9.42 (2024-08-17) → £8.49 (2024-10-12) → £9.06 (2025-08-19)
450386,Loaf White Thick               6xEach PK,Other food,3,11.3,11.37,1,0.62,UP,45.34,£11.30 (2025-06-24) → £11.37 (2026-05-16)
130610,Brakes Nut Fruit & Seed Topper     1x1kg,Other food,5,7.55,7.55,0,0.0,SAME,45.3,£7.55 (2025-07-19)
71005,Brie Portions 50%                 6x180g,Other food,1,14.99,14.99,0,0.0,SAME,44.97,£14.99 (2024-12-14)
4115,Greens Branded Blackcurrants         1kg,Other food,1,7.49,7.49,0,0.0,SAME,44.94,£7.49 (2024-07-23)
5002508,Redefine Plant based Flank Stk 6x2x100g,Other food,1,44.7,44.7,0,0.0,SAME,44.7,£44.70 (2025-08-23)
131165,Whole Black Sesame seed           1x650g,Other food,4,8.63,8.78,3,1.74,UP,44.03,£8.63 (2024-09-14) → £8.78 (2025-02-18) → £8.92 (2025-06-05) → £8.78 (2025-12-04)
29379,Brakes Honey Portions            100x20g,Other food,3,18.93,12.51,1,-33.91,DOWN,43.95,£18.93 (2024-07-25) → £12.51 (2024-10-12)
10143,Red Kidney Beans     1x800g (KC1),Other food,2,1.55,1.65,1,6.45,UP,43.8,£1.55 (2024-11-30) → £1.65 (2025-01-21)
34020,Brakes Self Raising Flour         1x10kg,Other food,2,14.46,14.46,0,0.0,SAME,43.38,£14.46 (2024-07-27)
33487,LaBo Malted Wheat Petit Pain 40g   1x100,Other food,2,14.46,14.46,0,0.0,SAME,43.38,£14.46 (2024-10-05)
124560,Ardo Honey Glazd Rsting Parsnips 1x2.5kg,Other food,2,6.18,6.18,0,0.0,SAME,43.26,£6.18 (2025-11-20)
86905,Black Lrg H/Duty Refuse (P B107)  1x200,Other food,1,21.59,21.59,0,0.0,SAME,43.18,£21.59 (2024-12-14)
33515,LaBo Thick Grain Farmhouse Tin Loaf  1x8,Other food,1,21.45,21.45,0,0.0,SAME,42.9,£21.45 (2024-08-08)
114956,GF Plain White Flour (105860)      5x1kg,Other food,4,10.65,10.79,1,1.31,UP,42.74,£10.65 (2024-10-24) → £10.79 (2025-08-23)
450654,Sweet Potato Diced BB              1x1kg,Other food,1,4.27,4.27,0,0.0,SAME,42.7,£4.27 (2026-06-04)
450382,Loaf Brown Thick               6xEach PK,Other food,4,9.93,11.37,1,14.5,UP,42.6,£9.93 (2024-07-23) → £11.37 (2026-05-16)
151553,Plain Cookie Mix                   3.5kg,Other food,2,10.5,10.5,0,0.0,SAME,42.0,£10.50 (2025-05-29)
133196,GN 1/2 Poly Cont Drop On Hard Lid 1x1 CE,Other food,1,6.89,6.89,0,0.0,SAME,41.34,£6.89 (2026-06-09)
134489,Butlers Brit Trio Cheeseboard     6x155g,Other food,2,19.99,21.3,1,6.55,UP,41.29,£19.99 (2025-12-19) → £21.30 (2026-01-08)
136755,Judes Stickbar Salted Caramel PB 20x80ml,Other food,1,20.29,20.29,0,0.0,SAME,40.58,£20.29 (2025-08-19)
114204,Beans Fine PK                    1x1.5kg,Other food,2,10.07,10.07,0,0.0,SAME,40.28,£10.07 (2024-11-16)
135345,Stute NAS Fine Orange Marmalade   6x430g,Other food,3,13.38,13.46,1,0.6,UP,40.22,£13.38 (2025-06-12) → £13.46 (2026-04-16)
114962,Soft Light Brown Sugar 2104 CASE 10x500g,Other food,1,20.08,20.08,0,0.0,SAME,40.16,£20.08 (2025-04-17)
151022,Hazlemere Cider Vinegar 1x5ltr,Other food,6,6.62,6.76,2,2.11,UP,40.07,£6.62 (2024-08-22) → £6.69 (2025-05-29) → £6.76 (2026-01-17)
152436,Aviko Sweet Potato Fries        1x2.27kg,Other food,1,9.99,9.99,0,0.0,SAME,39.96,£9.99 (2026-05-09)
100211,Pitted Dates                       1x3kg,Other food,2,13.17,13.38,1,1.59,UP,39.93,£13.17 (2024-09-14) → £13.38 (2025-06-26)
136145,Ice Club Ice Cubes               5x1.8kg,Other food,5,3.95,4.02,1,1.77,UP,39.78,£3.95 (2026-02-24) → £4.02 (2026-07-02)
149606,Blackberries BB                   1x250g,Other food,2,6.62,6.62,0,0.0,SAME,39.72,£6.62 (2025-01-09)
136321,Sun Pat Smooth Peanut Butter      6x400g,Other food,2,19.5,19.5,0,0.0,SAME,39.0,£19.50 (2026-02-19)
121806,Clipper FTrade Org Peppermint En   1x250,Other food,2,19.36,19.58,1,1.14,UP,38.94,£19.36 (2024-11-07) → £19.58 (2025-06-07)
103603,Coolicious Frozen Yoghurt Plain 1x4ltr,Yoghurt & milk,1,6.33,6.33,0,0.0,SAME,37.98,£6.33 (2024-08-22)
134915,LaBo Handcrafted Sourdough Roll     1x40,Other food,1,18.99,18.99,0,0.0,SAME,37.98,£18.99 (2024-07-13)
27543,Sysco Classc Grtd Col Mild Cheddar 1x1kg,Other food,4,6.33,6.33,0,0.0,SAME,37.98,£6.33 (2024-08-27)
62320,Panier Ham & Cheese                 1x40,Other food,1,37.72,37.72,0,0.0,SAME,37.72,£37.72 (2025-05-20)
5002325,Sysco Essentials Pomace Oil 1x5ltr,Other food,1,18.86,18.86,0,0.0,SAME,37.72,£18.86 (2026-01-29)
22383,Somerset Brie                        1kg,Other food,3,12.45,12.66,2,1.69,UP,37.7,£12.45 (2025-03-03) → £12.59 (2025-05-10) → £12.66 (2026-06-04)
10163,Sysco Classc Mozz & Cheddar Grate  1x1kg,Other food,2,9.42,9.42,0,0.0,SAME,37.68,£9.42 (2026-06-20)
133531,Violife Greek White         1x200g,Other food,3,2.51,2.51,0,0.0,SAME,37.65,£2.51 (2025-09-02)
568,Brakes Semolina                    1x3kg,Other food,3,7.48,7.55,1,0.94,UP,37.61,£7.48 (2025-05-29) → £7.55 (2025-10-04)
145935,LaBo 8in White Khobez bread         20x5,Other food,1,37.58,37.58,0,0.0,SAME,37.58,£37.58 (2025-12-16)
152088,St/St Gastronorm Pan 1/3 - 65mm Deep 1x1,Other food,1,4.69,4.69,0,0.0,SAME,37.52,£4.69 (2025-11-18)
151774,Sysco Classic Slice Mixed Pepper 1x2.5kg,Other food,2,4.89,4.49,1,-8.18,DOWN,37.52,£4.89 (2025-12-06) → £4.49 (2026-06-04)
5003752,Carisma Nacho Cheese Jalapno Peppr 1x1kg,Other food,1,7.48,7.48,0,0.0,SAME,37.4,£7.48 (2026-04-16)
134012,Brake Vegan Stick Toffee Pudding    1x16,Other food,1,18.42,18.42,0,0.0,SAME,36.84,£18.42 (2024-10-12)
33595,Sysco Classic Rubbed Thyme        1x210g,Other food,7,4.38,4.74,2,8.22,UP,36.72,£4.38 (2024-10-31) → £4.53 (2025-04-24) → £4.74 (2025-12-06)
74153,Brakes Margarine                     2kg,Other food,6,4.38,4.67,1,6.62,UP,36.49,£4.38 (2024-07-13) → £4.67 (2025-05-20)
130803,Brake Vegan Choc Fudge Cake Pre-Cut 1x16,Other food,1,18.14,18.14,0,0.0,SAME,36.28,£18.14 (2024-10-12)
5154,Brakes Ground Almonds              1x1kg,Other food,1,18.06,18.06,0,0.0,SAME,36.12,£18.06 (2024-09-14)
89921,PG Tips Envelope Tea Bags          1x200,Other food,3,10.29,12.88,1,25.17,UP,36.05,£10.29 (2024-08-13) → £12.88 (2024-10-24)
146211,Lurpak Unsalted Butter    20x200g,Other food,1,35.99,35.99,0,0.0,SAME,35.99,£35.99 (2024-11-30)
4618,Bronte Traditnl Minipack Assorted  100x2,Biscuits,1,17.99,17.99,0,0.0,SAME,35.98,£17.99 (2024-07-27)
460609,Puff Pastrysheet 23 X15 (302538) 12x625G,Other food,1,35.78,35.78,0,0.0,SAME,35.78,£35.78 (2025-04-10)
130633,Moving Mountains Vegan Sausage   1x2kg,Other food,1,35.7,35.7,0,0.0,SAME,35.7,£35.70 (2025-03-20)
87011,Sysco Classic Cinnamon Sticks  1x170g,Other food,4,8.92,8.92,0,0.0,SAME,35.68,£8.92 (2024-09-14)
152077,Noels Gherkins Sliced Dill 1x2.45kg,Other food,3,11.66,12.3,1,5.49,UP,35.62,£11.66 (2025-04-10) → £12.30 (2026-06-06)
123351,LaBo 4in Soft White Mini Tacos     24x12,Other food,1,35.34,35.34,0,0.0,SAME,35.34,£35.34 (2025-10-11)
5010675,"Sysco Ess 4 Brioche Styl Burger Bun1x48""",Other food,1,11.73,11.73,0,0.0,SAME,35.19,£11.73 (2025-12-19)
148550,Sysco C GF Vegan ChocOrange Brownie 2x15,Other food,1,34.99,34.99,0,0.0,SAME,34.99,£34.99 (2025-07-15)
105881,Kelloggs Coco Pops               10x295g,Other food,1,34.91,34.91,0,0.0,SAME,34.91,£34.91 (2024-11-02)
129228,"15cm (6) GF Soft Corn Tortilla     6x24""",Other food,2,17.27,17.27,0,0.0,SAME,34.54,£17.27 (2024-10-12)
119103,Dried Porcini Mushrooms           1x500g,Other food,1,34.34,34.34,0,0.0,SAME,34.34,£34.34 (2026-05-30)
32731,LaBo Chocolate Twist                1x48,Other food,1,34.19,34.19,0,0.0,SAME,34.19,£34.19 (2024-09-26)
100168,Sysco Classic Sliced Mushrooms 2.65kg,Other food,2,5.68,5.68,0,0.0,SAME,34.08,£5.68 (2025-10-04)
5000101,Slicd Malted Sour Bloomer 14mm 5x1.575kg,Other food,1,34.05,34.05,0,0.0,SAME,34.05,£34.05 (2026-06-13)
53264,Mackies Traditional Dairy Ice Cream 5ltr,Other food,1,16.99,16.99,0,0.0,SAME,33.98,£16.99 (2026-07-02)
122924,Meredith&Drew Biscuit Assort Minipk 4x25,Biscuits,2,16.99,16.99,0,0.0,SAME,33.98,£16.99 (2024-07-13)
5010676,"Sysco Ess 4.5 FB Potato Burger Bun 1x48""",Other food,1,16.99,16.99,0,0.0,SAME,33.98,£16.99 (2026-06-06)
87800,Bottlegreen Elderflower Cordial  6x500ml,Drinks,2,16.98,16.98,0,0.0,SAME,33.96,£16.98 (2024-10-31)
130753,Pronto Mushroom Risotto            1x1kg,Other food,1,11.3,11.3,0,0.0,SAME,33.9,£11.30 (2026-01-29)
3243,Sysco Classic Sweetcorn     1kg,Other food,5,2.58,1.99,1,-22.87,DOWN,33.76,£2.58 (2024-11-23) → £1.99 (2025-08-28)
23348,Mascarpone                        1x500g,Other food,3,5.61,5.61,0,0.0,SAME,33.66,£5.61 (2025-05-15)
71063,Gnocchi                              3kg,Other food,1,8.34,8.34,0,0.0,SAME,33.36,£8.34 (2024-11-14)
150493,Glebe Farm Barista Almond Drink 6x1ltr,Plant-based milk,3,10.49,12.23,1,16.59,UP,33.21,£10.49 (2025-01-16) → £12.23 (2025-08-12)
127129,Brakes Artichoke Hearts  CASE    12x390g,Other food,1,33.18,33.18,0,0.0,SAME,33.18,£33.18 (2024-11-14)
34018,Brakes Plain Flour    1x10kg,Other food,1,16.34,16.34,0,0.0,SAME,32.68,£16.34 (2024-08-03)
149913,Latbri Mozzarella Speciale Pizza 1x1kg,Other food,1,10.86,10.86,0,0.0,SAME,32.58,£10.86 (2025-12-19)
88427,Tetley Decaf DfwString Envelopes 6x25,Other food,3,9.99,12.52,1,25.33,UP,32.5,£9.99 (2024-07-30) → £12.52 (2025-01-28)
126653,Coconut Creamed (KTC)          12x200g,Other food,2,16.19,16.26,1,0.43,UP,32.45,£16.19 (2025-08-16) → £16.26 (2026-05-28)
135399,Golden Chef Salted Tortilla Chip 12x300g,Other food,2,16.05,16.26,1,1.31,UP,32.31,£16.05 (2024-07-23) → £16.26 (2025-06-24)
153389,Seeded Rye Bread                 14x500g,Other food,1,32.1,32.1,0,0.0,SAME,32.1,£32.10 (2025-05-27)
71839,Arla Pro Slices Mild White Cheddar 1x1KG,Other food,1,10.65,10.65,0,0.0,SAME,31.95,£10.65 (2026-07-07)
124230,Black Compactor Sack (P B116)  1x100,Other food,2,15.83,16.05,1,1.39,UP,31.88,£15.83 (2025-03-01) → £16.05 (2025-06-03)
89781,Sysco Classic Chopped Dates        1x3kg,Other food,2,15.54,16.34,1,5.15,UP,31.88,£15.54 (2025-07-26) → £16.34 (2026-06-09)
113345,Millac Gold Single Cream          1x1ltr,Other food,2,1.99,1.99,0,0.0,SAME,31.84,£1.99 (2024-12-10)
105129,Beetroot Longlife BB              1x500g,Other food,3,0.97,1.02,1,5.15,UP,31.57,£0.97 (2025-01-14) → £1.02 (2025-08-16)
150844,Bite Churros Filled Caramel Crm  1x1.7kg,Other food,1,15.69,15.69,0,0.0,SAME,31.38,£15.69 (2025-05-08)
12085,Broccoli PK                          6kg,Other food,1,15.65,15.65,0,0.0,SAME,31.3,£15.65 (2026-06-04)
74550,Brakes Low Fat Natural Yoghurt       2kg,Yoghurt & milk,1,7.77,7.77,0,0.0,SAME,31.08,£7.77 (2026-01-17)
111396,Sysco Premium Fresh Orange     1x2.27ltr,Other food,2,7.7,7.77,1,0.91,UP,30.94,£7.70 (2025-06-28) → £7.77 (2025-11-15)
15764,Pit Cherries in Syrup             1x810g,Other food,3,3.09,3.09,0,0.0,SAME,30.9,£3.09 (2024-11-16)
134433,CD Space Runner Rocket Ice Lollies  1x30,Other food,1,10.29,10.29,0,0.0,SAME,30.87,£10.29 (2026-06-20)
150564,Large Portobello Mushrooms PK    1x1.5kg,Other food,2,7.47,7.77,1,4.02,UP,30.78,£7.47 (2025-03-15) → £7.77 (2026-04-23)
113100,La Bo Artisan Sourdough Seeded Loaf  1X4,Other food,2,14.97,15.76,1,5.28,UP,30.73,£14.97 (2024-10-22) → £15.76 (2026-01-17)
150304,Hellmanns Vegan Mayonnaise         1x2lt,Other food,2,10.22,10.22,0,0.0,SAME,30.66,£10.22 (2024-12-12)
591101,Tabasco Sauce OC 115054          12x57ml,Other food,1,30.59,30.59,0,0.0,SAME,30.59,£30.59 (2025-05-27)
127137,Brakes Balsamic Vinegar CASE    12x500ml,Other food,1,30.52,30.52,0,0.0,SAME,30.52,£30.52 (2026-05-21)
5000100,Slcd White Sour Bloomer 14mm     5x1.4kg,Other food,1,30.52,30.52,0,0.0,SAME,30.52,£30.52 (2025-05-27)
113099,La Bo Artisan Sourdough loaf         1x4,Other food,2,14.82,15.62,1,5.4,UP,30.44,£14.82 (2024-08-22) → £15.62 (2026-01-17)
2341,Sysco Classic Button Mushroom    1x2.5kg,Other food,1,10.14,10.14,0,0.0,SAME,30.42,£10.14 (2025-11-18)
129273,Brakes Cooking & Baking       36x250g,Other food,1,30.3,30.3,0,0.0,SAME,30.3,£30.30 (2025-10-04)
87846,Natural Vanilla Extract          1x500ml,Other food,2,6.04,6.04,0,0.0,SAME,30.2,£6.04 (2024-10-05)
126739,KTC Coconut Oil                   1x1ltr,Other food,4,5.03,5.03,0,0.0,SAME,30.18,£5.03 (2025-09-02)
132853,Stainless Steel Speed Peeler CE      1x1,Other food,2,4.59,3.49,1,-23.97,DOWN,30.12,£4.59 (2025-02-13) → £3.49 (2025-09-27)
705,H/Spring Still Water      24x330ml GLASS,Drinks,1,10.0,10.0,0,0.0,SAME,30.0,£10.00 (2024-11-30)
5024251,Barbera EV Olive Oil Citrus Flav 6x250ml,Other food,1,29.94,29.94,0,0.0,SAME,29.94,£29.94 (2026-06-04)
129529,Reliance Blue assorted Plasters 1x150,Other food,4,7.34,7.48,2,1.91,UP,29.71,£7.34 (2024-09-26) → £7.41 (2025-05-17) → £7.48 (2025-10-11)
149593,Burger Wrap Red 250x320mm      1x1000ea,Other food,1,29.58,29.58,0,0.0,SAME,29.58,£29.58 (2024-11-28)
148839,Valdigrano Tagliatelle Nest       8x500g,Other food,2,9.86,9.86,0,0.0,SAME,29.58,£9.86 (2025-11-20)
10513,Brake Ess Blue Centerfeed 1ply 250m  1x6,Other food,2,14.46,15.11,1,4.5,UP,29.57,£14.46 (2024-10-01) → £15.11 (2026-02-24)
133505,"White Rabbt glutn free pzza bse 10 1x15""",Other food,1,29.44,29.44,0,0.0,SAME,29.44,£29.44 (2024-12-07)
110777,LaBo GF Chocolate Brownie Traybake  1x12,Other food,1,14.68,14.68,0,0.0,SAME,29.36,£14.68 (2024-11-19)
74450,Brake Mature Cheddar Col Slice    1x500g,Other food,1,4.89,4.89,0,0.0,SAME,29.34,£4.89 (2025-07-26)
10787,Borlotti Beans  1xKC1/800g,Other food,1,2.44,2.44,0,0.0,SAME,29.28,£2.44 (2025-07-26)
22724,Butter Beans       1xkc1/800g,Other food,1,2.44,2.44,0,0.0,SAME,29.28,£2.44 (2025-07-19)
149605,Blueberries BB                    1x300g,Other food,2,4.82,4.82,0,0.0,SAME,28.92,£4.82 (2025-01-09)
9802,Sys Clas Extend Life Rapeseed Oil  20ltr,Other food,1,28.89,28.89,0,0.0,SAME,28.89,£28.89 (2025-01-14)
152187,Extons Emmental Cheese Slices      1x1kg,Other food,1,7.19,7.19,0,0.0,SAME,28.76,£7.19 (2024-11-23)
86805,Brakes Mint Sauce              1x2.27ltr,Other food,3,9.35,9.64,2,3.1,UP,28.56,£9.35 (2025-01-18) → £9.57 (2025-04-29) → £9.64 (2025-11-27)
89849,Brakes Cranberries                 1x1kg,Other food,3,8.99,9.78,1,8.79,UP,28.55,£8.99 (2025-01-18) → £9.78 (2025-10-14)
54300,Arran Dairies Natural Ice Cream 1x4.5ltr,Other food,1,14.25,14.25,0,0.0,SAME,28.5,£14.25 (2024-08-29)
18019,Lotus Caramelised Biscuits         1x300,Biscuits,2,14.25,14.25,0,0.0,SAME,28.5,£14.25 (2024-11-02)
112265,Bao (Hirata) Bun       2x30x50g,Other food,1,28.43,28.43,0,0.0,SAME,28.43,£28.43 (2025-09-06)
86516,Pal Hairnet White                  1x100,Other food,2,7.09,7.09,0,0.0,SAME,28.36,£7.09 (2026-01-29)
2351,Instant Dried Yeast               1x500g,Other food,4,4.67,4.74,1,1.5,UP,28.3,£4.67 (2024-07-25) → £4.74 (2025-08-07)
114211,Chillies Jalepeno PK             1x1.5kg,Other food,1,9.41,9.41,0,0.0,SAME,28.23,£9.41 (2025-11-18)
32815,Brake Fruit of the Forest Compote 6x500g,Other food,1,28.14,28.14,0,0.0,SAME,28.14,£28.14 (2024-11-28)
591019,Schweppes Lemonade Slimli OC 19507 6x2lt,Drinks,1,9.35,9.35,0,0.0,SAME,28.05,£9.35 (2026-04-16)
30927,Brake 12 SSwt 1/2 Cut Corn Cobs 1x1.35kg,Other food,1,4.67,4.67,0,0.0,SAME,28.02,£4.67 (2024-11-14)
71917,Brakes Sliced Emmental              500g,Other food,1,6.99,6.99,0,0.0,SAME,27.96,£6.99 (2025-07-29)
152781,Black Victorinox Pastry Knife 26.5cm 1x1,Other food,1,27.93,27.93,0,0.0,SAME,27.93,£27.93 (2025-07-31)
133493,Dried Mixed Forest Mushrooms      1x500g,Other food,2,13.96,13.96,0,0.0,SAME,27.92,£13.96 (2024-11-14)
85080,Paterson Trip Choc Giant Cookie     1x18,Biscuits,2,9.28,9.28,0,0.0,SAME,27.84,£9.28 (2024-11-07)
106727,Brakes Sliced Jalapeno Peppers     1x1kg,Other food,4,2.37,2.51,2,5.91,UP,27.61,£2.37 (2024-07-30) → £2.58 (2025-09-18) → £2.51 (2026-04-16)
71950,Sysco Classc Mat Chedd Color Grate 1x1kg,Other food,1,6.83,6.83,0,0.0,SAME,27.32,£6.83 (2024-12-14)
67004,Dooneys Sugared Ring Doughnuts      1x72,Other food,1,27.14,27.14,0,0.0,SAME,27.14,£27.14 (2025-07-26)
149031,DrSchar GF & V Brown Rolls          1x30,Other food,1,26.92,26.92,0,0.0,SAME,26.92,£26.92 (2025-07-24)
146273,Mission Sourdough Pitta             24x5,Other food,1,26.78,26.78,0,0.0,SAME,26.78,£26.78 (2024-08-24)
135344,Stute NAS Strawberry Jam          6x430g,Other food,1,13.38,13.38,0,0.0,SAME,26.76,£13.38 (2025-07-29)
32259,LaBo Fully Baked Bakers Basket     4x20,Other food,1,26.7,26.7,0,0.0,SAME,26.7,£26.70 (2024-12-28)
183993,GF & Vegan White Rolls          65gx30,Other food,1,26.56,26.56,0,0.0,SAME,26.56,£26.56 (2024-07-30)
33326,Cranberries                        1x1kg,Other food,1,8.85,8.85,0,0.0,SAME,26.55,£8.85 (2025-01-18)
126825,Coconut Water Natural        1x12x1Ltr,Drinks,1,26.49,26.49,0,0.0,SAME,26.49,£26.49 (2024-08-15)
150523,Wildfarmed Burger Bun             45x80g,Other food,1,26.27,26.27,0,0.0,SAME,26.27,£26.27 (2026-04-09)
5825,Roasted Salted Peanuts             1x1kg,Other food,4,3.74,3.74,0,0.0,SAME,26.18,£3.74 (2025-07-24)
591908,Sasco Mayonnaise Vegan              5ltr,Other food,1,13.02,13.02,0,0.0,SAME,26.04,£13.02 (2025-03-13)
125072,Judes Vegan Coconut Ice Cream     1x4ltr,Other food,1,25.91,25.91,0,0.0,SAME,25.91,£25.91 (2026-02-26)
123349,LaBo 10in Beetroot & Chia Tortilla  4x18,Other food,1,25.91,25.91,0,0.0,SAME,25.91,£25.91 (2025-04-12)
152261,Nairns GF Wholegrain Cracker      60x12g,Biscuits,2,12.81,12.95,1,1.09,UP,25.76,£12.81 (2024-11-21) → £12.95 (2025-05-15)
88932,Brakes Wholegrain Mustard     1x2.27ltr,Other food,2,10.0,7.84,1,-21.6,DOWN,25.68,£10.00 (2024-09-14) → £7.84 (2025-05-17)
591900,The Tofoo Co. Tempeh            6x200g,Other food,1,12.81,12.81,0,0.0,SAME,25.62,£12.81 (2026-07-11)
148557,LaBo FB Sliced Sourdough Burger Bun 1x48,Other food,1,25.55,25.55,0,0.0,SAME,25.55,£25.55 (2024-11-23)
102622,Carters Star Lemonade             8x2ltr,Drinks,2,6.26,6.47,1,3.35,UP,25.46,£6.26 (2024-12-07) → £6.47 (2026-04-18)
111361,BM Honey Mini Glass Jar           60x30g,Other food,1,25.41,25.41,0,0.0,SAME,25.41,£25.41 (2024-08-15)
152714,LaBo Rustic Focaccia             18x255g,Other food,1,25.41,25.41,0,0.0,SAME,25.41,£25.41 (2026-06-13)
33741,Brakes Strawberry Jam           1x2.72kg,Other food,2,12.66,12.66,0,0.0,SAME,25.32,£12.66 (2024-12-12)
16804,Brakes Easy Cook Long Grain Rice   1x5kg,Other food,1,12.59,12.59,0,0.0,SAME,25.18,£12.59 (2026-03-19)
2911,Hartleys Assorted Jam Portions   100x20g,Other food,1,12.52,12.52,0,0.0,SAME,25.04,£12.52 (2024-07-25)
100318,Hartleys Strawberry Jam Portions 100x20g,Other food,1,12.52,12.52,0,0.0,SAME,25.04,£12.52 (2024-10-01)
130790,Brake GF Vegan Chc Truf Brwnie Torte1x14,Other food,1,24.83,24.83,0,0.0,SAME,24.83,£24.83 (2024-10-12)
123807,Seabrook Prawn Cocktail             1x32,Other food,1,12.38,12.38,0,0.0,SAME,24.76,£12.38 (2026-07-02)
133980,Sun Pat Smooth Peanut Butter      3x1kg,Other food,1,24.76,24.76,0,0.0,SAME,24.76,£24.76 (2026-01-17)
134018,Vegan Lemon & Poppy Injected Muffin 1x30,Other food,1,24.62,24.62,0,0.0,SAME,24.62,£24.62 (2025-01-14)
4116,Brake Raspberries                   500g,Other food,2,6.69,8.92,1,33.33,UP,24.53,£6.69 (2024-11-26) → £8.92 (2026-04-16)
89700,Brakes Brown Malt Vinegar        1x5ltr,Other food,1,6.11,6.11,0,0.0,SAME,24.44,£6.11 (2026-07-07)
151506,Maggi Coconut Milk Powder         6x300g,Other food,1,24.4,24.4,0,0.0,SAME,24.4,£24.40 (2025-06-10)
