Metric,Value
Food invoice lines,5070
Food credit lines,113
All food purchase lines (invoice + credit),5189
Unique food products bought,968
Food products with a real price change,453
Total real price-change events,971
Food products ending HIGHER than first price,333
Food products ending LOWER than first price,114
Food invoice spend £,128986.79
Food credits £,-3492.73
Food net spend £,132479.52

Brakes Code,Product,Category,Times ordered,First £,Last £,Times changed,Change %,Direction,Net spend £,Price history
591254,Rational Cleaner Tabl Red OC555338 1x100,Other food,2,131.19,131.99,1,0.61,UP,263.18,£131.19 (2025-06-12) → £131.99 (2025-11-18)
555874,Rational Care Tablets Blue         1x150,Other food,2,131.09,131.89,1,0.61,UP,262.98,£131.09 (2025-07-19) → £131.89 (2025-11-18)
5946,Sysco Classic Cornflour         1x3.5kg,Other food,19,7.6,8.1,4,6.58,UP,260.0,£7.60 (2024-07-13) → £7.98 (2024-10-01) → £7.69 (2025-04-17) → £7.87 (2026-01-15) → £8.10 (2026-04-09)
152434,Sysco The Juice Orange           12x1ltr,Drinks,13,17.59,17.19,6,-2.27,DOWN,258.85,£17.59 (2025-03-13) → £17.79 (2025-04-24) → £15.99 (2025-05-20) → £17.79 (2025-06-10) → £15.99 (2025-06-26) → £17.79 (2025-07-01) → £17.19 (2025-10-23)
120625,Levanto HRD Veg Cheese Shave       1x1kg,Other food,12,21.3,21.74,2,2.07,UP,258.23,£21.30 (2024-11-26) → £21.59 (2025-04-10) → £21.74 (2025-10-21)
308,Brakes Granulated Sugar           1x25kg,Other food,8,32.25,31.19,2,-3.29,DOWN,257.94,£32.25 (2025-04-24) → £32.75 (2025-10-21) → £31.19 (2026-05-02)
115400,Kelloggs Coco Pops Bag Pak        4x500g,Other food,12,13.53,14.54,3,7.46,UP,255.05,£13.53 (2024-07-27) → £14.25 (2025-05-20) → £14.32 (2025-11-18) → £14.54 (2026-07-02)
128154,Alpro Soya Wholebean Unsweetened 8x1Ltr,Plant-based milk,13,14.54,13.17,3,-9.42,DOWN,252.15,£14.54 (2024-08-13) → £12.95 (2024-11-07) → £13.10 (2025-06-10) → £13.17 (2025-11-04)
24192,Shortbread Rounds              1x200x11g,Biscuits,6,21.09,23.39,3,10.91,UP,251.76,£21.09 (2024-11-07) → £22.46 (2025-07-24) → £25.69 (2025-11-20) → £23.39 (2026-04-23)
148578,Alpro Barista Oat          12x1ltr,Plant-based milk,10,21.3,22.89,3,7.46,UP,247.88,£21.30 (2024-07-23) → £22.46 (2024-10-31) → £22.74 (2025-05-31) → £22.89 (2025-10-07)
87722,Black Ex Heavy Duty Sacks (PB114)  1x100,Other food,8,22.31,22.6,1,1.3,UP,246.28,£22.31 (2024-07-20) → £22.60 (2025-04-24)
129229,"15cm (6) GF Soft Blue Corn Tortilla6x24""",Other food,9,22.74,23.03,2,1.28,UP,245.51,£22.74 (2024-11-02) → £19.99 (2025-05-17) → £23.03 (2025-06-26)
119645,Kalamata Olives (Whole)            1x1kg,Other food,14,10.36,10.5,1,1.35,UP,239.54,£10.36 (2024-07-13) → £10.50 (2025-04-10)
301,Brakes Caster Sugar               1x25kg,Other food,7,36.38,39.02,3,7.26,UP,234.36,£36.38 (2024-07-13) → £34.30 (2024-10-01) → £26.99 (2025-01-28) → £39.02 (2026-01-13)
127124,Sweetcorn in Water        12x340g,Other food,3,21.3,21.3,0,0.0,SAME,234.3,£21.30 (2025-05-17)
136748,Sysco Lemon Juice                 1x1ltr,Other food,24,2.01,2.16,3,7.46,UP,229.33,£2.01 (2024-07-23) → £1.77 (2024-10-17) → £1.91 (2025-04-12) → £2.16 (2026-04-14)
148838,Valdigrano Lasagne               12x500g,Other food,16,14.1,14.75,4,4.61,UP,228.34,£14.10 (2024-08-13) → £14.03 (2024-11-16) → £14.25 (2025-05-10) → £14.18 (2025-10-25) → £14.75 (2026-04-25)
126923,Tinned Jackfruit                 1x2.8kg,Other food,6,11.3,11.87,1,5.04,UP,227.14,£11.30 (2025-06-07) → £11.87 (2025-11-04)
5952,Brakes Dried Chick Peas            1x3kg,Other food,10,10.94,10.0,2,-8.59,DOWN,223.75,£10.94 (2024-07-23) → £9.93 (2025-04-12) → £10.00 (2025-11-15)
4760,Brake Whole Green Beans (350053) 1x2.5kg,Other food,11,9.78,8.57,3,-12.37,DOWN,222.46,£9.78 (2024-08-24) → £6.25 (2024-11-07) → £8.81 (2025-04-29) → £8.57 (2025-11-22)
84472,Tilda Arborio Risotto Rice         1x5Kg,Other food,12,18.5,18.14,5,-1.95,DOWN,222.45,£18.50 (2024-07-30) → £17.92 (2024-11-21) → £17.25 (2024-12-07) → £17.92 (2025-03-01) → £16.05 (2025-04-29) → £18.14 (2025-10-16)
151084,Flora Plant Butter Unsalted 24x200g,Other food,8,24.99,31.1,5,24.45,UP,222.21,£24.99 (2024-10-01) → £22.99 (2025-06-10) → £30.95 (2025-08-19) → £31.10 (2025-11-22) → £24.99 (2025-12-19) → £31.10 (2026-02-21)
21357,Black Sack Compactor (P B111) 100x1,Other food,6,27.28,27.64,1,1.32,UP,220.4,£27.28 (2024-10-31) → £27.64 (2025-06-03)
109628,White Quinoa                       1x1kg,Other food,6,10.72,4.68,1,-56.34,DOWN,216.36,£10.72 (2024-07-23) → £4.68 (2024-10-12)
5222,"Sysco Ess 4 Unseeded Baps(28372)   1x48""",Other food,11,7.19,7.55,4,5.01,UP,212.76,£7.19 (2024-12-03) → £7.26 (2025-05-17) → £7.34 (2025-11-15) → £7.48 (2026-05-09) → £7.55 (2026-07-02)
33828,Brake 9in Thin & Crispy Pizza Base  1x36,Other food,7,23.32,23.32,0,0.0,SAME,209.88,£23.32 (2025-05-17)
126335,Alpro Almond For Professionals  12x1ltr,Plant-based milk,9,21.3,20.94,3,-1.69,DOWN,209.27,£21.30 (2024-08-22) → £20.51 (2025-01-29) → £20.80 (2025-05-15) → £20.94 (2025-11-04)
33891,Brakes Self Raising Flour         1x25kg,Other food,8,24.98,26.13,3,4.6,UP,204.78,£24.98 (2025-03-03) → £25.48 (2025-05-15) → £25.62 (2025-11-18) → £26.13 (2026-05-16)
133102,Mobile Storage Container & Lid 60ltr 1x1,Other food,2,39.79,41.89,1,5.28,UP,203.15,£39.79 (2025-03-01) → £41.89 (2026-01-13)
89656,Brakes The Juice Orange         27x200ml,Drinks,3,15.29,15.29,0,0.0,SAME,198.77,£15.29 (2026-04-25)
60585,"Flatstone 11 Pizza Base            1x18""",Other food,2,49.49,49.49,0,0.0,SAME,197.96,£49.49 (2024-12-07)
135682,Carte Dor Vegan Choc Mousse Mix   3x300g,Other food,9,8.06,9.28,4,15.14,UP,197.17,£8.06 (2024-10-24) → £8.27 (2025-05-17) → £8.34 (2025-11-29) → £9.14 (2026-05-09) → £9.28 (2026-07-02)
120075,Nescafe Original Decaff Stick   800x1.2g,Other food,4,41.75,51.33,2,22.95,UP,195.09,£41.75 (2024-07-27) → £50.68 (2025-05-03) → £51.33 (2025-12-16)
350101,Icing Sugar (310)                  1x3kg,Other food,19,6.22,5.93,5,-4.66,DOWN,192.53,£6.22 (2024-07-13) → £5.72 (2024-11-07) → £4.85 (2025-02-11) → £5.14 (2025-05-29) → £5.39 (2025-11-04) → £5.93 (2026-06-30)
5012635,DiLecce Pitted Kalam Olives 1x3kg,Other food,4,31.89,32.32,1,1.35,UP,191.77,£31.89 (2026-04-09) → £32.32 (2026-06-30)
112159,Kerrymaid Double             1 x 1 litre,Other food,8,3.45,2.99,3,-13.33,DOWN,191.68,£3.45 (2024-10-05) → £2.99 (2025-05-22) → £3.74 (2025-06-05) → £2.99 (2026-03-21)
71268,Sysco Classic Mat White Ched Grate 1x1kg,Other food,6,9.13,6.69,2,-26.73,DOWN,191.04,£9.13 (2025-01-18) → £7.39 (2025-07-12) → £6.69 (2026-02-24)
71128,Brake Saltd Dairy Butter (70055) 20x250g,Other food,2,40.46,49.38,1,22.05,UP,188.6,£40.46 (2024-09-19) → £49.38 (2025-03-29)
244,Sysco Class  Plum Toms in Juice 1x2.55kg,Other food,7,4.09,3.45,1,-15.65,DOWN,188.36,£4.09 (2024-11-30) → £3.45 (2025-07-24)
74075,Applewood Cheese                   1.5kg,Other food,9,19.79,21.45,2,8.39,UP,184.3,£19.79 (2024-08-22) → £21.30 (2025-04-10) → £21.45 (2025-10-21)
136360,Marigold Engevita Yeast Flakes    1x100g,Other food,12,2.66,2.66,0,0.0,SAME,183.54,£2.66 (2024-10-24)
150423,5 Bean Salad in Water             1x800g,Other food,14,1.43,1.43,2,0.0,SAME,182.2,£1.43 (2024-08-27) → £1.36 (2024-11-23) → £1.43 (2025-01-14)
5552,Brakes Solid Pack Apples    1x2.6kg(KC3),Other food,10,4.17,6.4,3,53.48,UP,181.64,£4.17 (2024-07-23) → £4.38 (2024-10-01) → £6.62 (2025-07-22) → £6.40 (2025-10-14)
23198,Capricorn Goats Chese (Smrset)    6x100g,Other food,10,20.08,20.51,3,2.14,UP,181.45,£20.08 (2024-08-22) → £14.99 (2025-03-03) → £20.37 (2025-04-24) → £20.51 (2025-11-18)
151032,Schwartz Cracked Black Pepper 1x380g,Other food,15,7.26,8.13,6,11.98,UP,180.77,£7.26 (2024-08-22) → £6.25 (2024-11-26) → £7.26 (2025-01-11) → £5.25 (2025-02-13) → £5.99 (2025-03-13) → £8.06 (2025-04-10) → £8.13 (2025-10-21)
89657,Brakes The Juice Apple          27x200ml,Drinks,4,17.68,17.07,2,-3.45,DOWN,178.96,£17.68 (2025-05-15) → £9.99 (2026-05-21) → £17.07 (2026-06-16)
109618,Alpro Original Soya Sweetened       8x1L,Plant-based milk,13,11.58,11.8,2,1.9,UP,176.13,£11.58 (2024-10-17) → £11.73 (2025-06-07) → £11.80 (2025-10-07)
132776,Alpro Oat Barista Gluten Free    12x1ltr,Plant-based milk,7,21.81,21.95,1,0.64,UP,174.9,£21.81 (2025-05-03) → £21.95 (2025-10-21)
149997,Sysco Cl Vegan Apple Crumble Tart   1x18,Other food,1,28.99,28.99,0,0.0,SAME,173.94,£28.99 (2024-10-12)
106616,Pinguin Supersweet Sweetcorn      1x10kg,Other food,7,23.68,25.26,2,6.67,UP,173.1,£23.68 (2024-07-23) → £24.98 (2024-11-30) → £25.26 (2025-04-10)
132992,GN 1/1 S/S Gastronorm - 20cm deep 1x1,Other food,2,17.49,25.39,1,45.17,UP,171.52,£17.49 (2025-06-07) → £25.39 (2026-06-09)
89987,Jacobs Biscuits For Cheese        1x800g,Biscuits,15,10.0,10.07,4,0.7,UP,171.51,£10.00 (2025-05-15) → £10.07 (2025-10-11) → £6.99 (2025-11-13) → £9.99 (2025-11-25) → £10.07 (2026-01-13)
136830,Redefine Plnt Bratwurst Sausage 10x100g,Other food,3,13.17,13.17,0,0.0,SAME,171.21,£13.17 (2025-04-12)
14780,Migi Baking Parchment  45cmx75m    1x1,Other food,5,15.83,16.19,3,2.27,UP,171.12,£15.83 (2024-11-19) → £16.12 (2025-05-15) → £12.99 (2025-08-28) → £16.19 (2025-11-18)
136475,Sysco ESS GF Vegan Choc Truff Torte 1x14,Other food,3,16.05,17.42,2,8.54,UP,169.8,£16.05 (2024-08-08) → £17.78 (2024-10-15) → £17.42 (2026-06-04)
127162,Meridian Light Tahini CASE        6x454g,Other food,5,28.07,28.07,0,0.0,SAME,168.42,£28.07 (2024-08-15)
85120,Chef William Cooking Salt          1x3kg,Other food,13,4.17,4.89,3,17.27,UP,165.99,£4.17 (2024-08-27) → £4.67 (2024-10-01) → £4.74 (2025-04-26) → £4.89 (2025-10-07)
31817,LaBo Banqueting Roll Selection      3x25,Other food,5,15.62,12.44,1,-20.36,DOWN,165.46,£15.62 (2024-07-13) → £12.44 (2024-10-24)
4768,Brake Cauliflower Florets 30-70mm  2.5kg,Other food,10,6.62,5.32,4,-19.64,DOWN,165.18,£6.62 (2024-07-13) → £3.45 (2024-09-28) → £2.63 (2025-05-20) → £5.25 (2025-11-20) → £5.32 (2026-05-09)
113349,Mini Filled Churros (caramel)   1x1.4kg,Other food,1,13.67,13.67,0,0.0,SAME,164.04,£13.67 (2024-12-07)
149229,Doughboys Pizza Base 12in        25x210g,Other food,2,54.21,55.22,1,1.86,UP,163.64,£54.21 (2025-03-13) → £55.22 (2025-12-19)
126682,Duerrs Peanut Butter Crunchy     1x2.5kg,Other food,7,16.41,13.02,3,-20.66,DOWN,162.79,£16.41 (2024-10-31) → £16.62 (2025-07-24) → £16.70 (2025-11-20) → £13.02 (2026-06-30)
591022,Mars Xtra Ice Cream Bar OC32371   1x24ea,Other food,2,19.99,19.99,0,0.0,SAME,159.92,£19.99 (2025-07-08)
188476,Glebe Farm Porridge Oats GF      1x5kg,Other food,5,17.7,17.7,0,0.0,SAME,159.3,£17.70 (2025-11-27)
149763,DWBH Donut Queen V                  1x24,Other food,2,14.75,13.99,1,-5.15,DOWN,158.45,£14.75 (2025-06-14) → £13.99 (2026-03-21)
129304,Ocean Spray Cranberry Classic    12x1ltr,Drinks,9,14.61,16.7,5,14.31,UP,156.72,£14.61 (2025-02-20) → £16.19 (2025-05-20) → £13.99 (2025-07-01) → £16.19 (2025-07-29) → £16.48 (2026-05-21) → £16.70 (2026-06-30)
15775,Brake Monterey Jack Slices         1x1kg,Other food,5,15.76,15.4,1,-2.28,DOWN,156.16,£15.76 (2024-12-10) → £15.40 (2025-09-16)
151289,Arla Pro Gouda Cheese Slices 1x1kg,Other food,10,8.06,8.2,5,1.74,UP,155.77,£8.06 (2024-11-23) → £6.99 (2024-11-30) → £6.12 (2024-12-07) → £8.13 (2025-06-05) → £7.99 (2025-11-04) → £8.20 (2026-01-29)
57840,Broccoli Florets 20-40mm         4x2.5kg,Other food,3,25.91,25.91,0,0.0,SAME,155.46,£25.91 (2024-10-22)
32200,Sysco Cl Dairy Vanilla & Pods I/Crm 1x4L,Other food,3,10.86,11.22,1,3.31,UP,154.2,£10.86 (2025-08-14) → £11.22 (2025-12-20)
86874,Vanilla Essence                  1x500ml,Other food,9,5.32,5.54,2,4.14,UP,153.88,£5.32 (2024-07-27) → £5.46 (2024-10-05) → £5.54 (2025-06-21)
53880,Sysco Classic 12in Flour Tortillas  4x18,Other food,4,21.66,22.1,1,2.03,UP,153.82,£21.66 (2024-08-13) → £22.10 (2025-12-06)
88446,Standard Centre Feed Dispenser       1x1,Other food,2,25.48,25.48,0,0.0,SAME,152.88,£25.48 (2026-06-13)
100246,Brakes The Juice Grapefruit      12x1ltr,Drinks,2,10.99,17.56,1,59.78,UP,151.47,£10.99 (2026-04-16) → £17.56 (2026-06-04)
1202,Brakes Peach Slice Syrup   1x2.6kg (KC3),Other food,5,8.13,9.71,3,19.43,UP,146.88,£8.13 (2024-07-23) → £9.21 (2024-11-14) → £9.42 (2025-12-09) → £9.71 (2026-05-09)
149369,Framptons Prof Oat Barista Drink 12x1ltr,Plant-based milk,8,16.26,16.55,1,1.78,UP,146.63,£16.26 (2024-10-22) → £16.55 (2026-06-04)
268,Brakes Seedless Raisins            1x3kg,Other food,7,14.39,17.2,3,19.53,UP,146.51,£14.39 (2025-01-21) → £14.68 (2025-07-26) → £16.98 (2025-11-13) → £17.20 (2026-06-30)
34031,Brakes Demerara Sugar Stick       1x1000,Other food,14,8.92,9.28,3,4.04,UP,146.38,£8.92 (2025-03-01) → £9.06 (2025-06-03) → £9.21 (2025-10-04) → £9.28 (2026-01-29)
150802,Wildfarmed Slcd Sour Wht Bloomer  8x800g,Other food,4,36.35,40.53,3,11.5,UP,145.94,£36.35 (2024-08-22) → £31.99 (2024-10-22) → £37.07 (2024-12-07) → £40.53 (2025-11-15)
33947,Sysco Premium Petit Pois           1.5kg,Other food,15,5.9,4.46,4,-24.41,DOWN,144.76,£5.90 (2024-07-13) → £4.46 (2024-11-23) → £4.25 (2025-02-08) → £4.53 (2025-07-31) → £4.46 (2025-10-11)
123366,Honeybuns GF Choc Pecan Caram TBake  1x1,Other food,3,23.03,24.69,2,7.21,UP,144.52,£23.03 (2024-10-12) → £24.54 (2025-09-04) → £24.69 (2025-10-14)
114231,Pears BB                      1x8   Pack,Other food,1,2.4,2.4,0,0.0,SAME,144.0,£2.40 (2025-09-13)
135120,Veg Lemon GF Tart                 12x75g,Other food,1,17.92,17.92,0,0.0,SAME,143.36,£17.92 (2025-07-24)
150845,Bite Churros Filled Cocoa Cream  1x1.7kg,Other food,3,15.69,15.76,1,0.45,UP,141.7,£15.69 (2025-08-14) → £15.76 (2025-12-09)
149528,Just Live Raisin Almond Granola    4x2kg,Other food,6,23.25,25.19,1,8.34,UP,141.44,£23.25 (2024-10-12) → £25.19 (2025-04-17)
88887,Ex Virgin Olive Oil       1x5ltr,Other food,3,49.02,43.19,1,-11.89,DOWN,141.23,£49.02 (2024-11-09) → £43.19 (2025-04-17)
33559,Brakes Plain Flour                1x25kg,Other food,7,19.65,20.15,3,2.54,UP,140.05,£19.65 (2024-10-05) → £20.08 (2025-06-28) → £20.22 (2025-10-23) → £20.15 (2026-04-16)
71026,Greek Feta Cheese                  2x1kg,Other food,3,34.26,34.91,1,1.9,UP,138.99,£34.26 (2024-12-07) → £34.91 (2026-01-08)
255,Sysco Desiccated Coconut          1x2kg,Other food,7,10.22,16.48,1,61.25,UP,137.46,£10.22 (2025-04-29) → £16.48 (2025-11-15)
85788,El Paso Taco Shells              10x260g,Other food,6,22.6,22.74,1,0.62,UP,136.02,£22.60 (2025-07-19) → £22.74 (2025-11-06)
152606,Magnum Vegan Almond 90ml            1x20,Other food,2,27.09,27.09,0,0.0,SAME,135.45,£27.09 (2026-04-09)
133974,Radnor Still 100% Pure Aple Jce 60x125ml,Other food,4,16.84,16.84,0,0.0,SAME,134.72,£16.84 (2025-06-26)
149944,Sysco Classic Cous Cous            1x1kg,Other food,15,3.3,3.38,1,2.42,UP,134.24,£3.30 (2024-08-13) → £3.38 (2025-04-10)
152761,Light Tahini 1x270g,Other food,5,3.16,3.16,0,0.0,SAME,132.72,£3.16 (2025-05-13)
24762,Fairtrade Demerera Sugar Sticks   1x1000,Other food,5,19.29,16.26,1,-15.71,DOWN,132.0,£19.29 (2024-07-30) → £16.26 (2025-01-29)
103171,Maggi Coconut Milk Powder          1x1kg,Other food,6,11.37,12.99,4,14.25,UP,130.73,£11.37 (2024-07-27) → £9.25 (2024-10-12) → £14.39 (2025-08-16) → £11.99 (2026-01-29) → £12.99 (2026-06-04)
136749,Sysco Lime Juice                1x1ltr,Other food,16,2.01,2.18,3,8.46,UP,130.7,£2.01 (2024-07-23) → £1.87 (2024-11-07) → £1.93 (2025-04-12) → £2.18 (2026-04-14)
86647,Baking Parch Refill45cmx50m(cs)21C32 1x3,Other food,4,32.32,32.75,1,1.33,UP,129.71,£32.32 (2024-07-25) → £32.75 (2025-07-10)
133965,Sheese Original Spread            6x255g,Other food,8,14.25,14.54,3,2.04,UP,127.31,£14.25 (2024-08-06) → £12.99 (2024-11-14) → £14.46 (2025-05-15) → £14.54 (2025-11-18)
151969,MOMA Barista Professnl Oat 12x1ltr,Plant-based milk,7,14.99,16.99,5,13.34,UP,127.13,£14.99 (2025-01-29) → £21.02 (2025-05-03) → £19.99 (2025-08-28) → £21.16 (2026-01-08) → £17.99 (2026-02-24) → £16.99 (2026-05-09)
118560,Alpro Oat Drink                    1litr,Plant-based milk,9,1.94,1.94,2,0.0,SAME,125.79,£1.94 (2024-07-20) → £1.63 (2024-10-31) → £1.94 (2025-07-12)
2141,Brakes Clear Honey              1x3.17kg,Other food,6,23.97,14.61,2,-39.05,DOWN,125.39,£23.97 (2024-11-16) → £24.26 (2025-05-31) → £14.61 (2025-10-04)
9698,Brakes Sliced Green Jalepeno       1x3kg,Other food,18,6.54,6.47,3,-1.07,DOWN,125.39,£6.54 (2024-10-01) → £6.69 (2025-04-10) → £6.76 (2025-12-20) → £6.47 (2026-04-11)
152056,Unearthed Pitted Blck Olive  1x3.8kg,Other food,7,17.7,17.99,2,1.64,UP,125.14,£17.70 (2024-11-19) → £17.92 (2025-04-24) → £17.99 (2026-01-13)
26448,Brakes The Juice Cranberry         12x1L,Drinks,7,18.42,14.25,4,-22.64,DOWN,124.91,£18.42 (2024-11-14) → £16.48 (2025-04-12) → £16.55 (2026-01-29) → £9.99 (2026-04-14) → £14.25 (2026-05-12)
146186,Sysco Classic Straight Macaroni 5kg,Other food,11,7.77,7.77,2,0.0,SAME,124.53,£7.77 (2025-01-09) → £7.84 (2025-06-10) → £7.77 (2025-11-18)
134280,Riso Gallo Arborio Risotto Rice   1x1kg,Other food,5,4.6,4.6,0,0.0,SAME,124.2,£4.60 (2025-11-18)
114969,Brakes Swiss Style Muesli (33731)  4x2kg,Other food,5,17.92,22.31,2,24.5,UP,123.06,£17.92 (2024-08-15) → £21.30 (2024-11-14) → £22.31 (2026-06-09)
104628,British Cheese Board      1x840g,Other food,5,17.27,17.56,2,1.68,UP,121.62,£17.27 (2024-11-16) → £17.49 (2025-05-13) → £17.56 (2026-03-26)
136364,Crepe Cuis Vegan Pancake Americn 120x40g,Other food,2,30.23,30.38,1,0.5,UP,121.22,£30.23 (2025-08-19) → £30.38 (2026-06-04)
150143,Plenish Barista Oat         6x1ltr,Plant-based milk,6,9.49,12.3,2,29.61,UP,121.04,£9.49 (2024-11-07) → £12.09 (2024-12-07) → £12.30 (2026-05-12)
4793,Brake Sliced Mixed Peppers         1.5kg,Other food,9,4.13,3.31,2,-19.85,DOWN,120.93,£4.13 (2024-07-20) → £3.28 (2024-10-03) → £3.31 (2025-05-29)
5874,Brakes Flaked Almonds              1x1kg,Other food,5,17.99,14.54,1,-19.18,DOWN,119.77,£17.99 (2024-08-22) → £14.54 (2025-05-03)
118708,Diced Butternut Squash 20mm BB     1x1kg,Other food,2,3.48,3.77,1,8.33,UP,118.9,£3.48 (2025-09-13) → £3.77 (2026-06-04)
21512,Clr Sack Ref H/Duty 18x29x38(PC202)1x200,Other food,3,23.68,23.68,0,0.0,SAME,118.4,£23.68 (2026-02-26)
6039,Brakes Green Lentils               1x3kg,Other food,8,8.26,12.66,3,53.27,UP,118.39,£8.26 (2024-07-27) → £12.95 (2024-09-28) → £12.59 (2025-06-05) → £12.66 (2025-11-20)
74582,Brakes Whole Mini Camembert       6x125g,Other food,6,12.59,10.99,3,-12.71,DOWN,118.33,£12.59 (2024-11-28) → £13.67 (2025-05-13) → £13.74 (2026-01-29) → £10.99 (2026-05-23)
148819,Violife Mat Cheddar Flav Grated 1x500g,Other food,16,4.1,4.53,3,10.49,UP,118.11,£4.10 (2024-08-24) → £3.99 (2024-10-12) → £4.10 (2024-11-07) → £4.53 (2025-04-12)
15785,Caterer Butter Beans            1x2.55kg,Other food,3,5.54,5.25,1,-5.23,DOWN,117.24,£5.54 (2024-09-14) → £5.25 (2025-08-16)
5001529,Blackberries BB                   1x225g,Other food,1,4.82,4.82,0,0.0,SAME,115.68,£4.82 (2025-05-27)
134020,Vegan Mixed Berry Injected Muffin   1x30,Other food,3,25.62,29.8,1,16.32,UP,115.02,£25.62 (2025-01-14) → £29.80 (2025-07-31)
127344,Brakes Vegan Carrot & Pistachio T/C 1x18,Other food,2,22.24,22.96,1,3.24,UP,113.36,£22.24 (2024-09-19) → £22.96 (2024-10-12)
152188,Extons Mild Cheddar Slices         1x1kg,Other food,4,6.47,10.5,2,62.29,UP,112.37,£6.47 (2024-12-28) → £10.65 (2025-12-18) → £10.50 (2026-06-30)
4762,Sysco Classic Cut Beans            2.5kg,Other food,11,5.25,2.97,3,-43.43,DOWN,112.3,£5.25 (2024-07-23) → £2.94 (2024-11-14) → £3.08 (2025-04-12) → £2.97 (2026-02-26)
5003095,BlueDragon Extr Firm Silken Tofu 12x308g,Other food,3,23.18,23.32,2,0.6,UP,112.01,£23.18 (2025-06-10) → £19.15 (2025-11-25) → £23.32 (2026-03-19)
100262,Extra Virgin Olive Oil    1x2ltr,Other food,6,20.3,17.92,3,-11.72,DOWN,111.63,£20.30 (2024-11-09) → £19.86 (2025-02-06) → £17.85 (2025-05-15) → £17.92 (2025-10-11)
129923,Tyrrells Veg Crisps               24x40g,Other food,4,18.57,18.57,0,0.0,SAME,111.42,£18.57 (2025-01-09)
149035,DrSchar GF & V Brioche Burger Bun   1x24,Other food,4,27.35,28.0,1,2.38,UP,111.35,£27.35 (2025-03-03) → £28.00 (2025-12-04)
470655,Callebaut 70% Dark Choc Callet   1x2.5Kg,Other food,2,56.56,53.92,1,-4.67,DOWN,110.48,£56.56 (2024-10-24) → £53.92 (2025-09-04)
118890,Quaker Oats GF Original Porridge  5x510g,Other food,6,13.6,13.82,2,1.62,UP,109.8,£13.60 (2024-08-13) → £13.74 (2025-07-19) → £13.82 (2025-10-21)
149958,Kuhne Pickld Dill Gherkn Slices 1x2.45kg,Other food,8,9.78,10.0,2,2.25,UP,109.71,£9.78 (2025-02-11) → £9.93 (2025-05-27) → £10.00 (2025-10-23)
84693,Priory F Still Water PET F/Cap  24x500ml,Drinks,9,4.72,7.84,3,66.1,UP,108.32,£4.72 (2024-08-15) → £5.23 (2024-11-23) → £7.62 (2025-08-19) → £7.84 (2025-11-29)
85910,Callebaut Dark Choc Callets      1x2.5kg,Other food,2,54.06,54.06,0,0.0,SAME,108.12,£54.06 (2024-08-08)
151770,Sysco Classic Green Beans X Fine 1x2.5kg,Other food,6,4.82,4.53,3,-6.02,DOWN,107.22,£4.82 (2025-07-19) → £4.53 (2025-11-15) → £3.99 (2025-11-25) → £4.53 (2026-02-21)
350102,Tate & Lyle Light Brown Soft Sugar 1x3kg,Other food,4,10.22,11.15,3,9.1,UP,106.85,£10.22 (2025-03-29) → £10.36 (2025-04-17) → £11.01 (2026-03-31) → £11.15 (2026-07-07)
133195,GN 1/2 Poly Container - 20cm deep 1x1 CE,Other food,1,17.79,17.79,0,0.0,SAME,106.74,£17.79 (2026-06-09)
151763,Kingsmill 50/50 Thck Sliced Bread 8x800g,Other food,3,15.11,15.4,2,1.92,UP,106.56,£15.11 (2025-06-26) → £15.18 (2026-05-09) → £15.40 (2026-07-07)
129918,Tyrrells Lightly Sea Salt Crisps    1x24,Other food,5,13.24,14.03,3,5.97,UP,106.34,£13.24 (2024-11-23) → £13.96 (2025-04-12) → £9.99 (2026-03-26) → £14.03 (2026-04-11)
134991,Banquet Dor Apple Pie           1x1.25kg,Other food,4,7.98,7.48,1,-6.27,DOWN,106.22,£7.98 (2025-10-14) → £7.48 (2026-04-16)
151762,Kingsmill 50/50 Med Sliced Bread  8x800g,Other food,3,15.11,15.18,1,0.46,UP,106.12,£15.11 (2025-07-08) → £15.18 (2026-05-21)
118844,Pipers Crisps Anglesey Sea Salt   24x40g,Other food,4,11.99,14.46,1,20.6,UP,105.8,£11.99 (2025-11-29) → £14.46 (2026-01-13)
135180,Global Hacienda Green Asparagus      1kg,Other food,4,6.69,6.76,2,1.05,UP,105.13,£6.69 (2025-09-04) → £5.89 (2025-10-16) → £6.76 (2025-11-20)
132835,RTB Vegan Raspberry Croissant     44x90g,Other food,4,25.62,26.42,1,3.12,UP,104.88,£25.62 (2024-08-24) → £26.42 (2025-01-14)
85128,Sweetcorn                 1x2.1kg,Other food,5,5.18,5.25,1,1.35,UP,104.72,£5.18 (2025-03-20) → £5.25 (2025-07-05)
119646,Nocellara Olives (Whole)           1x1kg,Other food,6,11.58,11.58,0,0.0,SAME,104.22,£11.58 (2024-07-13)
85099,Priory Falls Still Wat PET      30x330ml,Drinks,4,6.83,7.19,1,5.27,UP,103.89,£6.83 (2025-05-20) → £7.19 (2026-06-20)
135454,Minor Figures Barista Oat     6x1ltr,Plant-based milk,8,10.07,10.79,3,7.15,UP,103.77,£10.07 (2024-12-07) → £10.72 (2025-09-02) → £9.99 (2026-01-13) → £10.79 (2026-01-31)
136539,Quaker Oat Raisin Granola        10x500g,Other food,5,20.73,20.73,0,0.0,SAME,103.65,£20.73 (2024-07-25)
